title,title_name,make,modelname,modelnameq,modelno,modelnoq
"Cessna 172n STOL","Cessna 172N",Cessna,NULL,NULL,172,172N
"aerial survey","Piper PA-31T Cheyenne II",Piper,Cheyenne,NULL,PA-31,PA-31T
"test listing please ignore","Adams Wilson","Adams Wilson",NULL,NULL,NULL,NULL
"test listing please ignore",Boisavia,Boisavia,NULL,NULL,NULL,NULL
"Pristine condition","Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
NULL,"Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
NULL,"Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
NULL,"Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
"1974 Boeing 747-200F aircraft for sale","Boeing 747-200F",Boeing,NULL,NULL,747,747-200F
"sale only, very good condition, ready for delivery","Boeing 737-300F",Boeing,NULL,NULL,737,737-300F
"test listing please ignore",AeroMagic,AeroMagic,NULL,NULL,NULL,NULL
"Test Listing - Please ignore","Bucker Jungmann",Bucker,Jungmann,NULL,NULL,NULL
"Aero Vodochody L39MS - L59","Aero Vodochody L-39 Albatros","Aero Vodochody",Albatros,NULL,L-39,NULL
Test,"3I 1450L",3I,NULL,NULL,1450L,NULL
"test listing please ignore","Air Magic","Air Magic",NULL,NULL,NULL,NULL
"1996 Boeing 737-400F.","Boeing 737-400F",Boeing,NULL,NULL,737,737-400F
NULL,"Cessna 400",Cessna,NULL,NULL,400,NULL
NULL,"Beech G58 Baron",Beech,Baron,NULL,NULL,G58
"Various Cargo Planes (all makes)",Boeing,Boeing,NULL,NULL,NULL,NULL
"Raven II in Germany for sale","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"2013 Boeing 747-8F aircraft for sale","Boeing 747-8F",Boeing,NULL,NULL,747,747-8F
"2018 Bell 412EPi for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
NULL,"Piper PA-31-350 Chieftain",Piper,Navajo,NULL,PA-31,PA-31-350
"Test Listing Please Ignore","Cessna 177",Cessna,Cardinal,NULL,177,NULL
NULL,"Aéro Services Cheetah","Aéro Services",NULL,NULL,NULL,NULL
"1981 Yakovlev Yak-52","Yakovlev YAK-52",Yakovlev,NULL,NULL,YAK-52,NULL
"GARMIN GNS 530AW","No make","No make",NULL,NULL,NULL,NULL
NULL,"Eurocopter AS 350B3e Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3e"
"Full Lotus Float Landing Gear Set","No make","No make",NULL,NULL,NULL,NULL
"Test Listing","American Aircraft Corp.","American Aircraft Corp.",NULL,NULL,NULL,NULL
"test listing please ignore",Bradley,Bradley,NULL,NULL,NULL,NULL
"GARMIN GNS-530W WAAS GPS/NAV (14/28V) W/ TERRAIN, Tray.","No make","No make",NULL,NULL,NULL,NULL
"Available for Sale! Excellent Offer!","Learjet 75",Bombardier,NULL,NULL,75,NULL
"Passenger and Air Cargo - Available on Charter Basis.","No make","No make",NULL,NULL,NULL,NULL
"Passenger Flights and Air Cargo.  - Charter Basis","No make","No make",NULL,NULL,NULL,NULL
"Help wanted AP Mechanic","No make","No make",NULL,NULL,NULL,NULL
"1999 Robinson R44 Clipper I","Robinson R-44 Clipper",Robinson,Clipper,NULL,R-44,NULL
NULL,3I,3I,NULL,NULL,NULL,NULL
NULL,3I,3I,NULL,NULL,NULL,NULL
"Citation Sovereign","Cessna 680 Citation Sovereign",Cessna,Citation,NULL,NULL,680
"FOR SALE OR LEASE. 4700/6000 Engine Cycles Remaining; Fresh A, B, C, D inspections; 19 PAX Commuter/Cargo Config","Fairchild Swearingen SA227-AC Metro III","Fairchild Swearingen",Metro,NULL,SA227,SA227-AC
"For Sale or Lease! 2500 Engine Cycles Remaining; Fresh A, B, C, D Inspections, 19 PAX Commuter/Cargo Config","Fairchild Swearingen SA227-AC Metro III","Fairchild Swearingen",Metro,NULL,SA227,SA227-AC
"UCC-9 Foreclosure Auction","Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
"2006 Bell 412EP for sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"Eurocopter EC135 P2+ for Sale or Lease","Eurocopter EC 135P2+",Eurocopter,NULL,NULL,"EC 135","EC 135P2+"
"C 23 Sundowner","Beech C23 Sundowner 180",Beech,"Sundowner 180",NULL,23,C23
NULL,"Piper PiperSport",Piper,PiperSport,NULL,NULL,NULL
"Offered Exclusively for Sale","McDonnell Douglas MD-520N","MD Helicopters",NULL,NULL,MD-520,MD-520N
"Offered Exclusively for Sale","McDonnell Douglas MD-902 MD Explorer","McDonnell Douglas","MD Explorer",NULL,MD-902,NULL
"Offered Exclusively for Sale","McDonnell Douglas MD-600N","MD Helicopters",NULL,NULL,MD-600,MD-600N
"Offered Exclusively for Sale","McDonnell Douglas MD-500E","MD Helicopters",NULL,NULL,MD-500,MD-500E
"Offered Exclusively for Sale","McDonnell Douglas MD Explorer","MD Helicopters","MD Explorer",NULL,NULL,NULL
"Rotax 912 UL 100 hp engine","Arrow Aircraft & Motor Corp. Sport","Arrow Aircraft & Motor Corp.",NULL,NULL,NULL,NULL
"Garmin GTN 750","No make","No make",NULL,NULL,NULL,NULL
"Private Plane (looks like brand new) full optional","Pilatus PC-12/47E",Pilatus,NULL,NULL,PC-12,PC-12/47E
"Private Plane like new. Full Optional, No Broker!","Cirrus SR-22G3 Turbo",Cirrus,NULL,NULL,SR-22,"SR-22G3 Turbo"
"A320 2019 Available for immediate Sale/Lease","Airbus A320-214",Airbus,NULL,NULL,A320,A320-214
"1997 General Avia F.22 MODEL B","General Avia F.22","General Avia",NULL,NULL,F.22,NULL
"1971 SIAI-Marchetti SF260 MODEL A","Siai Marchetti SF.260","Siai Marchetti",NULL,NULL,SF.260,NULL
"1971 SIAI-Marchetti SF260 MODEL W","Siai Marchetti SF.260","Siai Marchetti",NULL,NULL,SF.260,NULL
"1988 SIAI-Marchetti SF260 MODEL D","Siai Marchetti SF.260","Siai Marchetti",NULL,NULL,SF.260,NULL
"1983 General Avia F.20TP CONDOR TURBO PROP","General Avia F.20","General Avia",NULL,NULL,F.20,NULL
"Caudron G.4 Aircraft Restoration Project","Caudron G.4",Caudron,NULL,NULL,NULL,NULL
"The best RC 112-A in Europe","Commander 112A",Commander,NULL,NULL,112,112A
"Bell 427 For Sale or Trade","Bell 427",Bell,NULL,NULL,427,NULL
NULL,"Beech A36TC Bonanza",Beech,Bonanza,NULL,NULL,A36TC
"Piper Super Cub 160 on Floats and Wheels","Piper PA-18A-160 Super Cub",Piper,Cub,NULL,PA-18,PA-18A-160
"UNBEATABLE DEAL!","Pilatus PC-7",Pilatus,NULL,NULL,PC-7,NULL
"VERY RARE MESSERSCHMITT PROJECT FOR SALE","Messerschmitt Bf 109",Messerschmitt,NULL,NULL,"Bf 109",NULL
"1986 Bell 412HP for Sale",Bell,Bell,NULL,NULL,NULL,NULL
"GARMIN GTN750 GPS/NAV/COM FOR SALE","No make","No make",NULL,NULL,NULL,NULL
"New Paint and fabulous Interior","Cirrus SR-22G3 GTS Turbo",Cirrus,NULL,NULL,SR-22,"SR-22G3 GTS Turbo"
"2007 R44 11 (Price Reduced For Quick Sale)","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"Garmin GPSMAP 296 396 496 accessories","No make","No make",NULL,NULL,NULL,NULL
"1980 BELL 206L1 FOR SALE","Bell 206L1 LongRanger II",Bell,LongRanger,NULL,206,206L1
"Robinson R44 Raven II","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"Robinson R44 Raven II","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"1974 Beechcraft C12A (A200) Super King Air","No make","No make",NULL,NULL,NULL,NULL
"Maybe the nicest used Archer in Germany","Piper PA-28-181 Archer II",Piper,Archer,NULL,PA-28,PA-28-181
"1995 Bell 206-L4","Bell 206L4 LongRanger IV",Bell,LongRanger,NULL,206,206L4
"For sale","Boeing 747-200F",Boeing,NULL,NULL,747,747-200F
"Boeing 747-409 nose/side loader","Boeing 747-409",Boeing,NULL,NULL,747,747-409
"BELL TH 1 F *1 of 120#*","Bell 204/UH-1F Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,204,204/UH-1F
"Beech Bonanza","Beech M35 Bonanza",Beech,Bonanza,NULL,NULL,M35
NULL,"Pilatus PC-12/47E",Pilatus,NULL,NULL,PC-12,PC-12/47E
"AERIAL SURVEY EQUIPPED","3I 650TC",3I,NULL,NULL,650,650TC
"SE 3130 (REBUILDING POSSIBLE)","Eurocopter SE 3130 Alouette II",Eurocopter,Alouette,NULL,"SE 3130",NULL
NULL,"Enstrom F-280FX",Enstrom,NULL,NULL,F-280,F-280FX
"Piper Super Cub 150 on Floats and Wheels-Skis","Piper PA-18A-150 Super Cub",Piper,Cub,NULL,PA-18,PA-18A-150
"Bombardier Global 6000 for Sale","Bombardier Global 6000",Bombardier,"Global 6000",NULL,NULL,NULL
NULL,"Piaggio P.180 Avanti II",Piaggio,Avanti,NULL,P.180,NULL
"Cessna A185E Floatplane","Cessna A185E Skywagon",Cessna,Skywagon,NULL,185,A185E
"Mooney  Eagle M20S","Mooney M20S Eagle",Mooney,Eagle,NULL,M20,M20S
"NEW CRATE ROTAX 582 670 MOTOR","No make","No make",NULL,NULL,NULL,NULL
"Garmin GTN 650 GPS NAV COMM","No make","No make",NULL,NULL,NULL,NULL
"aerial survey","Piper PA-31-310 Navajo",Piper,Navajo,NULL,PA-31,PA-31-310
"1990 Robinson Helicopters for Sale Robinson R22 Helicopters for Sale","Robinson R-22",Robinson,NULL,NULL,R-22,NULL
"2011 Robinson Helicopters for Sale Robinson R22 Helicopters for Sale","Robinson R-22",Robinson,NULL,NULL,R-22,NULL
NULL,"Robinson R-44",Robinson,NULL,NULL,R-44,NULL
NULL,"Schweizer 300CBi",Schweizer,NULL,NULL,300,300CBi
"2020 Airbus Aircraft for Sale Airbus A320 Aircraft for Sale","Airbus A320",Airbus,NULL,NULL,A320,NULL
"2001 Airbus Aircraft for Sale Airbus A320 Aircraft for Sale","Airbus A320",Airbus,NULL,NULL,A320,NULL
"1995 Boeing Aircraft for Sale Boeing 747 Aircraft for Sale","Boeing 747",Boeing,NULL,NULL,747,NULL
NULL,"Piper PA-34 Seneca III",Piper,Seneca,NULL,PA-34,NULL
"Garmin GTN 650 GPS","No make","No make",NULL,NULL,NULL,NULL
"CH-7 complete power system to sell","Heli Sport CH-7","Heli Sport",NULL,NULL,CH-7,NULL
NULL,"Heli Sport CH-7 Kompress","Heli Sport",Kompress,NULL,CH-7,NULL
"MINI-500 HELICOPTER, COMPLETE","Revolution Mini 500",Revolution,"Mini 500",NULL,NULL,NULL
"Rebuilt Aircraft Starter Drive","No make","No make",NULL,NULL,NULL,NULL
"SUPERIOR SA630826  BEARING CONNECTING ROD","No make","No make",NULL,NULL,NULL,NULL
"Main Rotor Grips 47-120-252-3","Bell 47",Bell,NULL,NULL,NULL,NULL
"40742 Continental O-470 Connecting Rod (Set of 4)","No make","No make",NULL,NULL,NULL,NULL
"Lycoming O-320 Connecting Rods","No make","No make",NULL,NULL,NULL,NULL
"MS21260 Turnbuckle End","No make","No make",NULL,NULL,NULL,NULL
"Superior Air Parts SA539467","No make","No make",NULL,NULL,NULL,NULL
"1970 Beechcraft A60 Duke","Beech A60 Duke",Beech,Duke,NULL,60,A60
"1978 Cessna 414A","Cessna 414A Chancellor",Cessna,Chancellor,NULL,414,414A
"1978 Cessna 421C Golden Eagle","Cessna 421C Golden Eagle",Cessna,"Golden Eagle",NULL,421,421C
"Learn to Fly NW AR  KFYV","No make","No make",NULL,NULL,NULL,NULL
"Cessna Citation Bravo","Cessna 550 Citation Bravo",Cessna,Citation,NULL,NULL,550
"Cessna Citation X","Cessna 750 Citation X",Cessna,Citation,NULL,NULL,750
"Cessna 310 Riley Turbo Rocket","Cessna T310 Riley Rocket`e2",Cessna,Riley,NULL,310,T310
"Questair Venture","Questair Venture",Questair,Venture,NULL,NULL,NULL
A320-214,"Airbus A320-214",Airbus,NULL,NULL,A320,A320-214
"Piper Super Cub on Floats with wheels","Piper PA-18-160 Super Cub",Piper,Cub,NULL,PA-18,PA-18-160
NULL,"Vultee BT-13A",Vultee,NULL,NULL,BT-13,BT-13A
"Agusta A109SP Grand New for Sale","Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
"Cessna 172 M for sale","Cessna 172",Cessna,NULL,NULL,172,NULL
"Seven Boeing 757-200 aircraft for sale","Boeing 757-200",Boeing,NULL,NULL,757,757-200
"for sale PA-25 235 and 260","Piper PA-25-235 Pawnee",Piper,Pawnee,NULL,PA-25,PA-25-235
NULL,"Bell 206L3 LongRanger III",Bell,LongRanger,NULL,206,206L3
"Rotax 912 ULS 100HP 120 hours","No make","No make",NULL,NULL,NULL,NULL
"Ready to go! IBF Filter","Bell 407",Bell,NULL,NULL,407,NULL
NULL,"Cessna 525A Citation CJ2",Cessna,Citation,NULL,NULL,525A
"Low time Sato","Glasflugel H.101",Glasflugel,NULL,NULL,H.101,NULL
"Offered Exclusively for Sale","Hughes 500C",Hughes,NULL,NULL,500,500C
"Offered Exclusively for Sale","McDonnell Douglas MD-902 MD Explorer","McDonnell Douglas","MD Explorer",NULL,MD-902,NULL
"Garmin GPS 400","No make","No make",NULL,NULL,NULL,NULL
"2011 Beech King Air in Poland","Beech C90GTx King Air",Beech,"King Air",NULL,90,C90GTx
"Excellent 737 Quick Change","Boeing 737-300QC",Boeing,NULL,NULL,737,737-300QC
"737-300 Freighter","Boeing 737-300SF",Boeing,NULL,NULL,737,737-300SF
"737-300 Freighter for sale!","Boeing 737-300SF",Boeing,NULL,NULL,737,737-300SF
"737-400 Freighter for Sale!","Boeing 737-400F",Boeing,NULL,NULL,737,737-400F
BG/SBLC/MTN,"No make","No make",NULL,NULL,NULL,NULL
NULL,"Embraer Legacy 600",Embraer,Legacy,NULL,NULL,NULL
"Rolls Royce RB211 - 545E4 Engines for sale","No make","No make",NULL,NULL,NULL,NULL
"747-400F Available for Sale","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Cessna Citation M2 for Sale","Cessna Citation",Cessna,Citation,NULL,NULL,NULL
"Gulfstream G650 for Sale","Gulfstream G650",Gulfstream,NULL,NULL,G650,NULL
"ACMI: B737-700 EU-TCO EU APPROVED","Boeing 737-700",Boeing,NULL,NULL,737,737-700
NULL,"Embraer ERJ-170",Embraer,NULL,NULL,ERJ-170,NULL
"Private jet for sale",A-I-R,A-I-R,NULL,NULL,NULL,NULL
"Mountain High O2D2","No make","No make",NULL,NULL,NULL,NULL
"DHC-2 Beaver Amphib BEAUTY! Only 6000TT!","de Havilland DHC-2 Mk.I Beaver","de Havilland",Beaver,NULL,DHC-2,"DHC-2 Mk.I"
"Lycoming 0-235 parts","Champion Aircraft Corp. 7FC","Champion Aircraft Corp.",NULL,NULL,NULL,NULL
NULL,"Diamond Aircraft 100 Star","Diamond Aircraft",Star,NULL,100,NULL
"Immeadiate Offers","Bell 222A",Bell,NULL,NULL,222,222A
"1980/1981 Bell 222A Package","Bell 222A",Bell,NULL,NULL,222,222A
"Auction Piper Chieftan PA31-350 Starts 24th July","Piper PA-31-350 Chieftain Panther",Piper,Navajo,NULL,PA-31,PA-31-350
"Rare Low Time Bo105S For Sale in USA","Eurocopter Bo 105-CBS",Eurocopter,NULL,NULL,"Bo 105","Bo 105-CBS"
"Garmin GSN 530W","No make","No make",NULL,NULL,NULL,NULL
NULL,"Beech 58 Baron",Beech,Baron,NULL,NULL,58
"Pratt&Whitney JT15D-5 Aircraft Engine Exhaust Duct","No make","No make",NULL,NULL,NULL,NULL
"Best Priced 2015 Global 6000 Vision","Bombardier Global 6000",Bombardier,"Global 6000",NULL,NULL,NULL
NULL,"Mil MI-2",Mil,NULL,NULL,MI-2,NULL
"LEARN TO FLY A BLIMP and MAKE $$","Piper PA-22-108 Colt","Thunder & Colt",Pacer,NULL,PA-22,PA-22-108
Autopilot,"Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
"Piper Turbo Arrow IV","Piper PA-28RT-201T Arrow IV",Piper,Arrow,NULL,PA-28,PA-28RT-201T
"Bell 206B-3 Project","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"Hangar H68 Wagoner, OK","No make","No make",NULL,NULL,NULL,NULL
"1995 Bell 206-L4","Bell 206L4 LongRanger IV",Bell,LongRanger,NULL,206,206L4
"Comanche 180 extra clean","Piper PA-24-180 Comanche",Piper,Comanche,NULL,PA-24,PA-24-180
NULL,"Cassutt IIIM",Cassutt,NULL,NULL,IIIM,NULL
"quitting business 42 yrs accumulation of parts for sale","MD Helicopters 500E","MD Helicopters",NULL,NULL,NULL,NULL
"2002 Eurocopter EC135P2+ for Sale","Eurocopter EC 135P2+",Eurocopter,NULL,NULL,"EC 135","EC 135P2+"
NULL,"Eurocopter AS 350 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350",NULL
NULL,"Eurocopter AS 350BA/FX2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350BA/FX2"
NULL,"Eurocopter AS 350BA/FX2 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350BA/FX2"
"1951  Messerschmitt Me-108 Taifun Nord 1002","Messerschmitt Bf 108",Messerschmitt,NULL,NULL,"Bf 108",NULL
"2002 Airbus/Eurocopter EC120 For Sale, United Kingdom","Eurocopter EC 120 Colibri",Eurocopter,Colibri,NULL,"EC 120",NULL
"2010 Tecnam P2002JF in Malaysia","Tecnam P2002-JF",Tecnam,NULL,NULL,P2002,P2002-JF
NULL,"Grumman G-164B",Grumman,"AG Cat",NULL,G-164,G-164B
"Bell 412EP for sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"2007 Bell 412EP for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"1988 Bellanca Super Viking","Bellanca 17-30A",Bellanca,Viking,NULL,17-30,17-30A
"2004 Bell 412EP for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"2004 Bell 412EP for Sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"1988 Bell 412 SP for Sale","Bell 412SP",Bell,NULL,NULL,412,412SP
"Gulfstream G550 For Sale","Gulfstream G550",Gulfstream,NULL,NULL,G550,NULL
NULL,"Piper PA-31P-350 Mojave",Piper,Navajo,NULL,PA-31,PA-31P-350
"1946 Taylorcraft for sale","Taylorcraft BC-12D-1",Taylorcraft,NULL,NULL,B-12,BC-12D-1
"B737-800F YOM 2003","Boeing 737-800F",Boeing,NULL,NULL,737,737-800F
"AVAILABLE IMMEDIATELY","Grumman TBM-3E Avenger",Grumman,Avenger,NULL,TBF,TBM-3E
"Low Time Agusta 109E (power) For Sale","Agusta A109E Power",Agusta,Power,NULL,A109,A109E
"Garmin GTN650 GPS","No make","No make",NULL,NULL,NULL,NULL
"Bell 206 B3 2009","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
NULL,"Agusta AW139",Agusta,NULL,NULL,A139,AW139
Dailyonlinejobs,"No make","No make",NULL,NULL,NULL,NULL
NULL,"Agusta AW139",Agusta,NULL,NULL,A139,AW139
"Beautiful Swift simulation of a P-40 Warhawk. O-300-A Continential. Flies regularly in excellent condition","Globe GC-1 Swift",Globe,Swift,NULL,GC-1,NULL
"Boeing 737-500 VIP for sale","Boeing 737-500",Boeing,NULL,NULL,737,737-500
NULL,"HB-Flugtechnik HB-23",HB-Flugtechnik,NULL,NULL,HB-23,NULL
NULL,"Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
"2016 Agusta AW109SP For Sale","Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
"Cessna 172N","Cessna 172N",Cessna,NULL,NULL,172,172N
"Online Auction","Grumman G-64 Albatross",Grumman,Albatross,NULL,G-64,NULL
"ERJ170 for sale","Embraer ERJ-170",Embraer,NULL,NULL,ERJ-170,NULL
"1980 Cessna 172N","Cessna 172N",Cessna,NULL,NULL,172,172N
"Perfect Entry Level Airplane","Piper PA-28 Cherokee",Piper,Cherokee,NULL,PA-28,NULL
"Craving Cessna 182RG","No make","No make",NULL,NULL,NULL,NULL
"Mitchell U2 sailplane","No make","No make",NULL,NULL,NULL,NULL
"Robinson raven 2 fully rebuilt in April 2019","Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"Recent Annual/IFR/ADSB (8/16/2020)","Piper PA-34 Seneca III",Piper,Seneca,NULL,PA-34,NULL
"YAK-9 For Sale","Yakovlev YAK-9UM",Yakovlev,NULL,NULL,YAK-9,YAK-9UM
"C-3605 For Sale","Farner-Werke FW C-3605",Farner-Werke,NULL,NULL,"FW C-3605",NULL
"Bf-109 Project For Sale","Messerschmitt Bf 109-F4",Messerschmitt,NULL,NULL,"Bf 109","Bf 109-F4"
"P-40N For Sale","Curtiss-Wright P-40N",Curtiss-Wright,NULL,NULL,P-40,P-40N
"1976 Bellanca Scout 8GCBC","Bellanca 8GCBC Scout",Bellanca,Scout,NULL,GCBC,8GCBC
"We are interested in project that requires funding","No make","No make",NULL,NULL,NULL,NULL
"MBB BO 105 CB-4","Eurocopter Bo 105-CB4",MBB,NULL,NULL,"Bo 105","Bo 105-CB4"
"Exceptional Mooney 231 ! Low eng time, new , new !!","Mooney M20K 231",Mooney,NULL,NULL,M20,"M20K 231"
NULL,"Eurocopter AS 350 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350",NULL
NULL,"Eurocopter AS 350 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350",NULL
"Wag Aero Super Sport Trainer","WAG Aero Supersport","WAG Aero",Supersport,NULL,NULL,NULL
"Cessna 170","Cessna 170",Cessna,NULL,NULL,170,NULL
"2004  Agusta A-109 Power","Agusta A109 Power",Agusta,Power,NULL,A109,NULL
"2005 Bell 407 for Sale","Bell 407",Bell,NULL,NULL,407,NULL
"Boeing 747-409 nose/side loader","Boeing 747SP-09",Boeing,NULL,NULL,747,747SP-09
"aerial survey","Cessna 421C Golden Eagle",Cessna,"Golden Eagle",NULL,421,421C
"1996 Boeing 767-300ER Passenger Aircraft for Sale","Boeing 767-300ER",Boeing,NULL,NULL,767,767-300ER
"2001 Airbus A320-200 Passenger Aircraft for sale.","Airbus A320-200",Airbus,NULL,NULL,A320,A320-200
"B747-400F IS MUCH AVAILABLE FOR LEASE AND CHARTER AND SALE","Boeing 747-412F",Boeing,NULL,NULL,747,747-412F
"Airbus Safran SBH","Eurocopter EC 135T2+",Eurocopter,NULL,NULL,"EC 135","EC 135T2+"
"AGNAV AUTO ON/OFF 3-WAY VALVE AAP280","No make","No make",NULL,NULL,NULL,NULL
NULL,"Cessna 182P Skylane",Cessna,Skylane,NULL,182,182P
"Garmin GTN 750","No make","No make",NULL,NULL,NULL,NULL
"Garmin SL30 Complete High Serial Number","No make","No make",NULL,NULL,NULL,NULL
NULL,"Eurocopter BK 117B2",Eurocopter,NULL,NULL,"BK 117","BK 117B2"
"1998 Airbus A321-200","Airbus A321-200",Airbus,NULL,NULL,A321,A321-200
"2006 Robinson R22 Beta II","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"HELISPORT CH7 KOMPRESS","Heli Sport CH-7 Kompress","Heli Sport",Kompress,NULL,CH-7,NULL
NULL,"AirMax Seamax",AirMax,Seamax,NULL,NULL,NULL
"2003 Boeing 777-200ER for sale, GE engines","Boeing 777-200ER",Boeing,NULL,NULL,777,777-200ER
"2017 Bell 407 GXP for sale","Bell 407",Bell,NULL,NULL,407,NULL
"1996 Boeing 747-400F Nose Loader for sale","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
Debonair,"Beech 35-B33",Beech,Bonanza,NULL,NULL,35-B33
"The last P3 ever built!","Pilatus P3-05",Pilatus,NULL,NULL,P3,P3-05
"Fantastic Low Hours machine. Kept in a Climate-controlled hangar at all times.","Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
"2001 Bell 407 for Immediate Sale","Bell 407",Bell,NULL,NULL,407,NULL
"1977 Stretch SA342J for Sale","Eurocopter SA 342J Gazelle",Aerospatiale,Gazelle,NULL,"SA 341","SA 342J"
NULL,"Cessna 206H",Cessna,NULL,NULL,206,206H
NULL,"Pilatus PC-12 NG",Pilatus,NULL,NULL,PC-12,"PC-12 NG"
NULL,"Robinson R-22",Robinson,NULL,NULL,R-22,NULL
NULL,"Robinson R-22",Robinson,NULL,NULL,R-22,NULL
NULL,"Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
NULL,"Flight Design CT","Flight Design",CT,NULL,NULL,NULL
"Dassault Falcon 2000 For Sale","Dassault 2000 Falcon",Dassault,Falcon,NULL,2000,NULL
"2010 Agusta AW139 for Sale","Agusta AW139",Agusta,NULL,NULL,A139,AW139
"Ferrying Service","No make","No make",NULL,NULL,NULL,NULL
"1946 Cessna Aircraft for Sale Cessna 140 Aircraft for Sale","Cessna 140",Cessna,NULL,NULL,140,NULL
NULL,"Commander 112",Commander,NULL,NULL,112,NULL
"Gulfstream G550 For Sale","Gulfstream G550",Gulfstream,NULL,NULL,G550,NULL
"2009 Cessna Aircraft for Sale Cessna 400 Aircraft for Sale","Cessna 400",Cessna,NULL,NULL,400,NULL
NULL,"Agusta AW109SP Grand New",Agusta,Grand,NULL,A109,AW109SP
NULL,"Agusta AW109S Grand",Agusta,Grand,NULL,A109,AW109S
"for sale safran starter","Safire S-26",Safire,NULL,NULL,NULL,NULL
"BONANZA F33A G500","Beech F33A",Beech,Bonanza,NULL,NULL,F33A
"Garmin GTN 750 GPS/Nav/Comm/MFD","No make","No make",NULL,NULL,NULL,NULL
"Beautiful IFR "Little Storm" search new adventures","Mooney M20J 201",Mooney,NULL,NULL,M20,"M20J 201"
"Robinson 44 Raven 1","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"2009 Boeing Aircraft for Sale Boeing 737 Aircraft for Sale","Boeing 737",Boeing,NULL,NULL,737,NULL
NULL,"Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"test listing please ignore","Agusta A109E",Agusta,NULL,NULL,A109,A109E
"2012 Agusta AW139 for Sale","Agusta AW139",Agusta,NULL,NULL,A139,AW139
"1967 Bell 205A-1+ for Sale","Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Piper PA-28-235 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-235
NULL,"Hawker Siddeley 125-800","Hawker Siddeley",NULL,NULL,125,125-800
"1977 Commander 112 Turbo normalized","Commander 112",Commander,NULL,NULL,112,NULL
"1982 Learjet 35A","Learjet 35A",Learjet,NULL,NULL,30,35A
"Garmin GTN 750 GPS/Nav/Com Complete System","No make","No make",NULL,NULL,NULL,NULL
"B737-300 DOM 1995","Boeing 737-300",Boeing,NULL,NULL,737,737-300
"737-400F HGW","Boeing 737-400F",Boeing,NULL,NULL,737,737-400F
"hartzell 3 blade CP prop","Cessna 172B",Cessna,NULL,NULL,NULL,NULL
"1983 Aero Vodochody L39 Albatros","Aero Vodochody L-39 Albatros","Aero Vodochody",Albatros,NULL,L-39,NULL
"1939 Percival Proctor Series 1","Percival Proctor",Percival,Proctor,NULL,NULL,NULL
